"Site","ID","Family","Binomial","Ndaphnia","Sex","Collector","Climate","Date","30m","60m","120m","180m","240m","nbut","Notes","weight","Condition","wing_atk","bird_div","bird_dens","bird_pc1","bird_pc2","bird_pc3","bird_pc4","death.p"
"LSP","1250","Nymphalidae","Danaus plexippus",10,"Male","MFE","Subtropical","23/09/2022",0,0,0,0,0,1,NA,0.1523,"Semi-natural",75.75758,3.419302,3030.31,-3.36952,9.262871,-2.30998,4.961919,0
"LSP","1241","Nymphalidae","Melanitis leda",10,"Female","HS","Subtropical","23/09/2022",2,2,2,2,2,1,NA,0.064,"Semi-natural",75.75758,3.419302,3030.31,-3.36952,9.262871,-2.30998,4.961919,0.2
"LSP","1173","Pieridae","Belenois java",10,"Male","SS","Subtropical","23/09/2022",0,0,0,0,0,1,NA,0.0643,"Semi-natural",75.75758,3.419302,3030.31,-3.36952,9.262871,-2.30998,4.961919,0
"LSP","3083","Papilionidae","Papilio demoleus",10,"Female","MFE","Subtropical","2/11/2023",0,0,0,1,2,1,NA,0.1285,"Semi-natural",75.75758,3.419302,3030.31,-3.36952,9.262871,-2.30998,4.961919,0.2
"LSP","3057","Papilionidae","Papilio demoleus",10,"Male","ZW","Subtropical","2/11/2023",0,1,2,2,4,1,NA,0.1015,"Semi-natural",75.75758,3.419302,3030.31,-3.36952,9.262871,-2.30998,4.961919,0.4
"LSP","1208","Nymphalidae","Danaus plexippus",10,"Female","HS","Subtropical","23/09/2022",0,0,0,0,0,1,NA,0.126,"Semi-natural",75.75758,3.419302,3030.31,-3.36952,9.262871,-2.30998,4.961919,0
"LSP","1127","Lycaenidae","Zizina otis",10,"Female","SS","Subtropical","23/09/2022",0,1,2,3,4,1,NA,0.009,"Semi-natural",75.75758,3.419302,3030.31,-3.36952,9.262871,-2.30998,4.961919,0.4
"LSP","3078","Hesperiidae","Toxidia peron",10,"Female","MFE","Subtropical","2/11/2023",0,0,0,0,1,1,NA,0.02463,"Semi-natural",75.75758,3.419302,3030.31,-3.36952,9.262871,-2.30998,4.961919,0.1
"LSP","1183","Nymphalidae","Danaus plexippus",10,"Female","CI","Subtropical","23/09/2022",0,0,0,0,0,1,NA,0.126,"Semi-natural",75.75758,3.419302,3030.31,-3.36952,9.262871,-2.30998,4.961919,0
"LSP","3074","Lycaenidae","Zizina otis",10,"Male","ZW","Subtropical","2/11/2023",0,0,0,2,2,1,NA,0.005,"Semi-natural",75.75758,3.419302,3030.31,-3.36952,9.262871,-2.30998,4.961919,0.2
"LSP","1119","Lycaenidae","Lampides boeticus",11,"Female","SS","Subtropical","23/09/2022",0,0,6,8,8,1,NA,0.012,"Semi-natural",75.75758,3.419302,3030.31,-3.36952,9.262871,-2.30998,4.961919,0.727272727272727
"LSP","3054","Nymphalidae","Danaus petilia",10,"Male","ZW","Subtropical","2/11/2023",0,0,1,2,2,1,NA,0.123,"Semi-natural",75.75758,3.419302,3030.31,-3.36952,9.262871,-2.30998,4.961919,0.2
"LSP","3056","Papilionidae","Papilio demoleus",10,"Female","ZW","Subtropical","2/11/2023",0,0,0,1,1,1,NA,0.0927,"Semi-natural",75.75758,3.419302,3030.31,-3.36952,9.262871,-2.30998,4.961919,0.1
"LSP","3058","Papilionidae","Papilio demoleus",10,"Female","ZW","Subtropical","2/11/2023",0,0,2,3,3,1,NA,0.173,"Semi-natural",75.75758,3.419302,3030.31,-3.36952,9.262871,-2.30998,4.961919,0.3
"LSP","1207","Pieridae","Eurema smilax",10,"Female","HS","Subtropical","23/09/2022",0,0,0,1,4,1,NA,0.0076,"Semi-natural",75.75758,3.419302,3030.31,-3.36952,9.262871,-2.30998,4.961919,0.4
"LSP","1246","Nymphalidae","Danaus plexippus",10,"Female","MEH","Subtropical","23/09/2022",0,0,2,4,4,1,NA,0.2188,"Semi-natural",75.75758,3.419302,3030.31,-3.36952,9.262871,-2.30998,4.961919,0.4
"LSP","1211","Nymphalidae","Danaus plexippus",10,"Male","HS","Subtropical","23/09/2022",0,0,0,0,0,1,NA,0.124,"Semi-natural",75.75758,3.419302,3030.31,-3.36952,9.262871,-2.30998,4.961919,0
"LSP","1125","Lycaenidae","Zizina otis",10,"Female","SS","Subtropical","23/09/2022",0,1,1,2,5,1,NA,0.004,"Semi-natural",75.75758,3.419302,3030.31,-3.36952,9.262871,-2.30998,4.961919,0.5
"LSP","3109","Pieridae","Delias argenthona",10,"Male","DS","Subtropical","2/11/2023",0,0,0,3,3,1,NA,0.116,"Semi-natural",75.75758,3.419302,3030.31,-3.36952,9.262871,-2.30998,4.961919,0.3
"LSP","1163","Hesperiidae","Ocybadistes flavovittatus",9,"Female","CI","Subtropical","23/09/2022",0,0,1,3,3,1,NA,0.009,"Semi-natural",75.75758,3.419302,3030.31,-3.36952,9.262871,-2.30998,4.961919,0.333333333333333
"LSP","1199","Lycaenidae","Zizina otis",10,"Female","MFE","Subtropical","23/09/2022",0,0,1,1,1,1,"2 BABIES PROBS BORN on tube, so did not count, but dies",0.005,"Semi-natural",75.75758,3.419302,3030.31,-3.36952,9.262871,-2.30998,4.961919,0.1
"LSP","1174","Pieridae","Delias argenthona",10,"Female","SS","Subtropical","23/09/2022",0,0,0,0,0,1,NA,0.086,"Semi-natural",75.75758,3.419302,3030.31,-3.36952,9.262871,-2.30998,4.961919,0
"LSP","1118","Lycaenidae","Lampides boeticus",10,"Male","SS","Subtropical","23/09/2022",3,6,7,10,10,1,NA,0.01,"Semi-natural",75.75758,3.419302,3030.31,-3.36952,9.262871,-2.30998,4.961919,1
"LSP","1170","Pieridae","Delias argenthona",10,"Male","MFE","Subtropical","23/09/2022",0,1,1,1,3,1,NA,0.058,"Semi-natural",75.75758,3.419302,3030.31,-3.36952,9.262871,-2.30998,4.961919,0.3
"LSP","1233","Lycaenidae","Lampides boeticus",10,"Male","MEH","Subtropical","23/09/2022",0,0,0,1,1,1,NA,0.01,"Semi-natural",75.75758,3.419302,3030.31,-3.36952,9.262871,-2.30998,4.961919,0.1
"LSP","3111","Papilionidae","Papilio demoleus",10,"Female","DS","Subtropical","2/11/2023",0,3,3,3,4,1,"3h has 0 but probably misstyped",0.1112,"Semi-natural",75.75758,3.419302,3030.31,-3.36952,9.262871,-2.30998,4.961919,0.4
"LSP","1205","Pieridae","Eurema smilax",10,"Female","HS","Subtropical","23/09/2022",0,1,4,5,5,1,NA,0.007,"Semi-natural",75.75758,3.419302,3030.31,-3.36952,9.262871,-2.30998,4.961919,0.5
"LSP","1179","Nymphalidae","Junonia villida",10,"Female","SS","Subtropical","23/09/2022",0,0,0,0,0,1,NA,0.027,"Semi-natural",75.75758,3.419302,3030.31,-3.36952,9.262871,-2.30998,4.961919,0
"MQ","1518","Hesperiidae","Telicota ancilla",10,"Male","SS","Temperate","15/11/2022",0,0,0,0,0,1,"Brought from store and tested next day",0.038,"Urban",23.63636,1.825058,2393.69,27.56067,-17.8029,-1.20611,-6.99731,0
"MQ","1561","Hesperiidae","Trapezites symmomus",10,"Male","MFE","Temperate","15/11/2022",0,0,0,0,0,1,NA,0.1167,"Urban",23.63636,1.825058,2393.69,27.56067,-17.8029,-1.20611,-6.99731,0
"MQ","1519","Hesperiidae","Telicota ancilla",10,"Male","SS","Temperate","15/11/2022",0,0,0,0,0,1,NA,0.028,"Urban",23.63636,1.825058,2393.69,27.56067,-17.8029,-1.20611,-6.99731,0
"MQ","1531","Hesperiidae","Toxidia peron",10,"Female","HS","Temperate","15/11/2022",0,0,1,1,2,1,NA,0.029,"Urban",23.63636,1.825058,2393.69,27.56067,-17.8029,-1.20611,-6.99731,0.2
"MQ","1545","Nymphalidae","Heteronympha merope",10,"Male","TW","Temperate","15/11/2022",0,0,0,0,5,1,NA,0.0388,"Urban",23.63636,1.825058,2393.69,27.56067,-17.8029,-1.20611,-6.99731,0.5
"MQ","1543","Pieridae","Pieris rapae",10,"Male","TW","Temperate","15/11/2022",0,0,0,0,0,1,NA,0.032,"Urban",23.63636,1.825058,2393.69,27.56067,-17.8029,-1.20611,-6.99731,0
"MQ","1529","Lycaenidae","Candalides absimilis",10,"Female","HS","Temperate","15/11/2022",1,5,5,9,9,1,NA,0.019,"Urban",23.63636,1.825058,2393.69,27.56067,-17.8029,-1.20611,-6.99731,0.9
"MQ","1527","Lycaenidae","Candalides absimilis",10,"Female","HS","Temperate","15/11/2022",2,4,6,7,7,1,"tiny ones died (not all but only)",0.006,"Urban",23.63636,1.825058,2393.69,27.56067,-17.8029,-1.20611,-6.99731,0.7
"MR","2647","Nymphalidae","Mycalesis sirius",9,"Female","MFE","Tropical","02/07/2023",0,0,0,0,0,1,"1 killed one in the lid the first 30 min so there were only 9",0.011,"Semi-natural",74.18398,2.778718,4634.592,-43.0694,-27.219,19.12728,-7.54915,0
"MR","2393","Nymphalidae","Junonia hedonia",10,"Male","LO","Tropical","02/07/2023",0,0,0,0,0,1,NA,0.0496,"Semi-natural",74.18398,2.778718,4634.592,-43.0694,-27.219,19.12728,-7.54915,0
"MR","mr4","Lycaenidae","Zizina otis",10,"Male",NA,"Tropical","19/07/2022",0,0,0,3,4,2,"scales in liquid",0.005,"Semi-natural",74.18398,2.778718,4634.592,-43.0694,-27.219,19.12728,-7.54915,0.4
"MR","2598","Nymphalidae","Mycalesis terminus",10,"Male","MFE","Tropical","02/07/2023",0,0,1,1,1,1,NA,0.014,"Semi-natural",74.18398,2.778718,4634.592,-43.0694,-27.219,19.12728,-7.54915,0.1
"MR","399","Lycaenidae","Zizina otis",10,"Male","LH","Tropical","19/07/2022",0,0,7,7,7,1,NA,0.006,"Semi-natural",74.18398,2.778718,4634.592,-43.0694,-27.219,19.12728,-7.54915,0.7
"MR","2319","Nymphalidae","Ypthima arctous",10,"Female","KL","Tropical","02/07/2023",0,3,4,5,7,1,NA,0.02,"Semi-natural",74.18398,2.778718,4634.592,-43.0694,-27.219,19.12728,-7.54915,0.7
"MR","2419","Lycaenidae","Zizina otis",10,"Female","LO","Tropical","02/07/2023",0,0,5,8,8,1,NA,0.006,"Semi-natural",74.18398,2.778718,4634.592,-43.0694,-27.219,19.12728,-7.54915,0.8
"MR","496","Pieridae","Delias nigrina",10,"Male","HS","Tropical","19/07/2022",0,0,0,0,0,1,NA,0.022,"Semi-natural",74.18398,2.778718,4634.592,-43.0694,-27.219,19.12728,-7.54915,0
"MR","2615","Nymphalidae","Mycalesis perseus",10,"Female","MFE","Tropical","02/07/2023",0,0,1,1,3,1,NA,0.028,"Semi-natural",74.18398,2.778718,4634.592,-43.0694,-27.219,19.12728,-7.54915,0.3
"MR","470","Nymphalidae","Mycalesis terminus",10,"Male","HS","Tropical","19/07/2022",0,0,2,3,3,1,NA,0.013,"Semi-natural",74.18398,2.778718,4634.592,-43.0694,-27.219,19.12728,-7.54915,0.3
"MR","2666","Nymphalidae","Mycalesis terminus",10,"Male","MFE","Tropical","02/07/2023",0,0,0,0,0,1,NA,0.013,"Semi-natural",74.18398,2.778718,4634.592,-43.0694,-27.219,19.12728,-7.54915,0
"MR","484","Nymphalidae","Mycalesis sirius",10,"Female","HS","Tropical","19/07/2022",0,0,1,2,3,1,"Brought from store and tested next day",0.013,"Semi-natural",74.18398,2.778718,4634.592,-43.0694,-27.219,19.12728,-7.54915,0.3
"MR","2646","Nymphalidae","Mycalesis perseus",10,"Female","MFE","Tropical","02/07/2023",0,0,3,3,4,1,NA,0.013,"Semi-natural",74.18398,2.778718,4634.592,-43.0694,-27.219,19.12728,-7.54915,0.4
"MR","368","Nymphalidae","Ypthima arctous",10,"Female","LH","Tropical","19/07/2022",1,1,1,1,1,1,NA,0.01,"Semi-natural",74.18398,2.778718,4634.592,-43.0694,-27.219,19.12728,-7.54915,0.1
"MR","2580","Hesperiidae","Suniana sunias",10,"Female","MFE","Tropical","02/07/2023",0,0,0,0,3,1,NA,0.009,"Semi-natural",74.18398,2.778718,4634.592,-43.0694,-27.219,19.12728,-7.54915,0.3
"MR","475","Pieridae","Eurema laeta",10,"Female","HS","Tropical","19/07/2022",0,1,2,2,3,1,NA,0.004,"Semi-natural",74.18398,2.778718,4634.592,-43.0694,-27.219,19.12728,-7.54915,0.3
"MR","2374","Hesperiidae","Pelopidas agna",10,"Male","KL","Tropical","02/07/2023",0,0,0,0,0,1,NA,0.0369,"Semi-natural",74.18398,2.778718,4634.592,-43.0694,-27.219,19.12728,-7.54915,0
"MR","458","Nymphalidae","Mycalesis sirius",10,"Female","LH","Tropical","19/07/2022",0,2,3,7,7,1,NA,0.012,"Semi-natural",74.18398,2.778718,4634.592,-43.0694,-27.219,19.12728,-7.54915,0.7
"MR","2394","Nymphalidae","Junonia hedonia",10,"Male","LO","Tropical","02/07/2023",0,0,0,0,0,1,NA,0.0394,"Semi-natural",74.18398,2.778718,4634.592,-43.0694,-27.219,19.12728,-7.54915,0
"MR","2532","Hesperiidae","Pelopidas lyelli",10,"Male","MFE","Tropical","02/07/2023",0,0,0,0,0,1,"baby in not accounted for",0.0481,"Semi-natural",74.18398,2.778718,4634.592,-43.0694,-27.219,19.12728,-7.54915,0
"MR","502","Nymphalidae","Mycalesis sirius",10,"Female","MFE","Tropical","19/07/2022",0,0,0,0,0,1,NA,0.0139,"Semi-natural",74.18398,2.778718,4634.592,-43.0694,-27.219,19.12728,-7.54915,0
"MR","510","Nymphalidae","Mycalesis terminus",10,"Male","MFE","Tropical","19/07/2022",0,0,3,4,4,1,NA,0.014,"Semi-natural",74.18398,2.778718,4634.592,-43.0694,-27.219,19.12728,-7.54915,0.4
"MR","2333","Nymphalidae","Mycalesis perseus",10,"Male","KL","Tropical","02/07/2023",0,0,0,2,2,1,NA,0.017,"Semi-natural",74.18398,2.778718,4634.592,-43.0694,-27.219,19.12728,-7.54915,0.2
"MR","mr3","Lycaenidae","Zizina otis",10,"Male",NA,"Tropical","2/07/2023",0,0,6,6,6,2,NA,0.004,"Semi-natural",74.18398,2.778718,4634.592,-43.0694,-27.219,19.12728,-7.54915,0.6
"MR","2581","Hesperiidae","Sabera dobboe",10,"Female","MFE","Tropical","02/07/2023",0,0,0,0,0,1,NA,0.0119,"Semi-natural",74.18398,2.778718,4634.592,-43.0694,-27.219,19.12728,-7.54915,0
"MR","2347","Nymphalidae","Mycalesis perseus",10,"Female","KL","Tropical","02/07/2023",0,0,0,0,0,1,NA,0.031,"Semi-natural",74.18398,2.778718,4634.592,-43.0694,-27.219,19.12728,-7.54915,0
"MR","2591","Hesperiidae","Arrhenes dschilus",10,"Male","MFE","Tropical","02/07/2023",0,0,0,0,0,1,NA,0.019,"Semi-natural",74.18398,2.778718,4634.592,-43.0694,-27.219,19.12728,-7.54915,0
"MR","2593","Hesperiidae","Telicota ancilla",10,"Male","MFE","Tropical","02/07/2023",0,0,0,0,0,1,NA,0.03,"Semi-natural",74.18398,2.778718,4634.592,-43.0694,-27.219,19.12728,-7.54915,0
"MR","450","Hesperiidae","Arrhenes dschilus",10,"Female","LH","Tropical","19/07/2022",0,0,2,2,3,1,NA,0.018,"Semi-natural",74.18398,2.778718,4634.592,-43.0694,-27.219,19.12728,-7.54915,0.3
"MR","467","Lycaenidae","Arhopala micale",10,"Female","LH","Tropical","19/07/2022",0,0,4,4,4,1,NA,0.052,"Semi-natural",74.18398,2.778718,4634.592,-43.0694,-27.219,19.12728,-7.54915,0.4
"MR","468","Lycaenidae","Arhopala micale",10,"Female","LH","Tropical","19/07/2022",0,0,0,0,0,1,NA,0.0402,"Semi-natural",74.18398,2.778718,4634.592,-43.0694,-27.219,19.12728,-7.54915,0
"MR","586","Lycaenidae","Zizina otis",10,"Male","SS","Tropical","19/07/2022",0,0,4,5,7,1,NA,0.004,"Semi-natural",74.18398,2.778718,4634.592,-43.0694,-27.219,19.12728,-7.54915,0.7
"MR","487","Nymphalidae","Mycalesis terminus",10,"Female","HS","Tropical","19/07/2022",0,0,0,0,0,1,NA,0.032,"Semi-natural",74.18398,2.778718,4634.592,-43.0694,-27.219,19.12728,-7.54915,0
"MR","408","Nymphalidae","Mycalesis sirius",10,"Female","LH","Tropical","19/07/2022",0,0,5,6,7,1,NA,0.0194,"Semi-natural",74.18398,2.778718,4634.592,-43.0694,-27.219,19.12728,-7.54915,0.7
"MR","613","Nymphalidae","Hypolimnas bolina",10,"Female","SS","Tropical","19/07/2022",0,0,0,0,0,1,NA,0.0634,"Semi-natural",74.18398,2.778718,4634.592,-43.0694,-27.219,19.12728,-7.54915,0
"MR","506","Hesperiidae","Arrhenes dschilus",10,"Female","MFE","Tropical","19/07/2022",0,0,6,8,8,1,NA,0.0178,"Semi-natural",74.18398,2.778718,4634.592,-43.0694,-27.219,19.12728,-7.54915,0.8
"MR","2552","Lycaenidae","Zizina otis",10,"Male","MFE","Tropical","02/07/2023",0,0,1,2,3,1,"scales in liquid",0.004,"Semi-natural",74.18398,2.778718,4634.592,-43.0694,-27.219,19.12728,-7.54915,0.3
"MR","512","Nymphalidae","Mycalesis sirius",10,"Female","MFE","Tropical","19/07/2022",0,0,1,1,2,1,"one out of water on the last check",0.0133,"Semi-natural",74.18398,2.778718,4634.592,-43.0694,-27.219,19.12728,-7.54915,0.2
"MR","2452","Nymphalidae","Mycalesis sirius",10,"Male","LO","Tropical","02/07/2023",0,0,0,2,4,1,NA,0.0083,"Semi-natural",74.18398,2.778718,4634.592,-43.0694,-27.219,19.12728,-7.54915,0.4
"MR","412","Lycaenidae","Arhopala micale",10,"Female","LH","Tropical","19/07/2022",0,0,0,0,0,1,NA,0.0642,"Semi-natural",74.18398,2.778718,4634.592,-43.0694,-27.219,19.12728,-7.54915,0
"MR","2576","Hesperiidae","Sabera dobboe",10,"Female","MFE","Tropical","02/07/2023",0,0,0,0,1,1,NA,0.012,"Semi-natural",74.18398,2.778718,4634.592,-43.0694,-27.219,19.12728,-7.54915,0.1
"MR","2343","Nymphalidae","Mycalesis sirius",10,"Female","KL","Tropical","02/07/2023",0,0,0,0,1,1,NA,0.01,"Semi-natural",74.18398,2.778718,4634.592,-43.0694,-27.219,19.12728,-7.54915,0.1
"MR","2579","Hesperiidae","Telicota mesoptis",10,"Female","MFE","Tropical","02/07/2023",0,0,0,0,0,1,NA,0.027,"Semi-natural",74.18398,2.778718,4634.592,-43.0694,-27.219,19.12728,-7.54915,0
"MR","2348","Nymphalidae","Mycalesis sirius",10,"Female","KL","Tropical","02/07/2023",0,0,0,0,0,1,NA,0.016,"Semi-natural",74.18398,2.778718,4634.592,-43.0694,-27.219,19.12728,-7.54915,0
"MR","404","Hesperiidae","Arrhenes dschilus",10,"Female","LH","Tropical","19/07/2022",0,0,3,3,3,1,NA,0.0184,"Semi-natural",74.18398,2.778718,4634.592,-43.0694,-27.219,19.12728,-7.54915,0.3
"MR","563","Nymphalidae","Mycalesis terminus",10,"Female","SS","Tropical","19/07/2022",0,0,0,0,1,1,NA,0.0271,"Semi-natural",74.18398,2.778718,4634.592,-43.0694,-27.219,19.12728,-7.54915,0.1
"MR","2517","Nymphalidae","Mycalesis sirius",10,"Female","JD","Tropical","02/07/2023",0,0,0,0,1,1,NA,0.0111,"Semi-natural",74.18398,2.778718,4634.592,-43.0694,-27.219,19.12728,-7.54915,0.1
"MR","2531","Hesperiidae","Pelopidas lyelli",10,"Female","MFE","Tropical","02/07/2023",0,0,0,0,0,1,NA,0.057,"Semi-natural",74.18398,2.778718,4634.592,-43.0694,-27.219,19.12728,-7.54915,0
"MR","2534","Hesperiidae","Pelopidas lyelli",10,"Male","MFE","Tropical","02/07/2023",0,0,2,5,5,1,NA,0.031,"Semi-natural",74.18398,2.778718,4634.592,-43.0694,-27.219,19.12728,-7.54915,0.5
"MR","2539","Nymphalidae","Melanitis leda",10,"Female","MFE","Tropical","02/07/2023",0,0,0,0,0,1,NA,0.083,"Semi-natural",74.18398,2.778718,4634.592,-43.0694,-27.219,19.12728,-7.54915,0
"MR","499","Pieridae","Eurema hecabe",10,"Male","MFE","Tropical","19/07/2022",0,0,0,0,1,1,NA,0.011,"Semi-natural",74.18398,2.778718,4634.592,-43.0694,-27.219,19.12728,-7.54915,0.1
"MR","541","Nymphalidae","Junonia hedonia",10,"Male","MFE","Tropical","19/07/2022",0,0,0,0,0,1,NA,0.045,"Semi-natural",74.18398,2.778718,4634.592,-43.0694,-27.219,19.12728,-7.54915,0
"MR","355","Pieridae","Catopsilia pomona",10,"Female","HS","Tropical","19/07/2022",0,0,0,1,1,1,NA,0.11,"Semi-natural",74.18398,2.778718,4634.592,-43.0694,-27.219,19.12728,-7.54915,0.1
"MR","2489","Hesperiidae","Pelopidas agna",10,"Female","JD","Tropical","02/07/2023",0,0,0,0,0,1,NA,0.043,"Semi-natural",74.18398,2.778718,4634.592,-43.0694,-27.219,19.12728,-7.54915,0
"MR","389","Hesperiidae","Pelopidas agna",10,"Male","LH","Tropical","19/07/2022",0,0,0,0,0,1,NA,0.026,"Semi-natural",74.18398,2.778718,4634.592,-43.0694,-27.219,19.12728,-7.54915,0
"MR","345","Hesperiidae","Arrhenes dschilus",10,"Female","HS","Tropical","19/07/2022",0,0,0,0,1,1,NA,0.02,"Semi-natural",74.18398,2.778718,4634.592,-43.0694,-27.219,19.12728,-7.54915,0.1
"MR","2481","Hesperiidae","Telicota ancilla",10,"Male","JD","Tropical","02/07/2023",1,1,1,3,3,1,"Brought from store and tested next day",0.03,"Semi-natural",74.18398,2.778718,4634.592,-43.0694,-27.219,19.12728,-7.54915,0.3
"MR","2485","Hesperiidae","Sabera dobboe",10,"Male","JD","Tropical","02/07/2023",0,0,0,0,0,1,NA,0.025,"Semi-natural",74.18398,2.778718,4634.592,-43.0694,-27.219,19.12728,-7.54915,0
"MR","2523","Nymphalidae","Mycalesis perseus",10,"Male","JD","Tropical","02/07/2023",0,0,0,1,3,1,NA,0.0144,"Semi-natural",74.18398,2.778718,4634.592,-43.0694,-27.219,19.12728,-7.54915,0.3
"MR","PC3","Lycaenidae","Psychonotis caelius",10,"Male","HS","Tropical","20/07/2022",0,0,1,3,4,2,"scales in liquid",0.007,"Semi-natural",74.18398,2.778718,4634.592,-43.0694,-27.219,19.12728,-7.54915,0.4
"MR","349","Pieridae","Catopsilia pomona",10,"Male","HS","Tropical","19/07/2022",0,0,0,0,0,1,NA,0.1171,"Semi-natural",74.18398,2.778718,4634.592,-43.0694,-27.219,19.12728,-7.54915,0
"MR","mr2","Lycaenidae","Zizina otis",10,"Male",NA,"Tropical",NA,0,0,1,5,6,2,NA,0.006,"Semi-natural",74.18398,2.778718,4634.592,-43.0694,-27.219,19.12728,-7.54915,0.6
"MR","430","Lycaenidae","Arhopala micale",10,"Female","LH","Tropical","19/07/2022",0,0,4,4,4,1,NA,0.04,"Semi-natural",74.18398,2.778718,4634.592,-43.0694,-27.219,19.12728,-7.54915,0.4
"MR","549","Nymphalidae","Hypolimnas bolina",10,"Male","SS","Tropical","19/07/2022",0,0,6,7,7,1,NA,0.151,"Semi-natural",74.18398,2.778718,4634.592,-43.0694,-27.219,19.12728,-7.54915,0.7
"MR","mr1","Lycaenidae","Zizina otis",10,"Male",NA,"Tropical","2/07/2023",0,0,0,1,1,2,NA,0.007,"Semi-natural",74.18398,2.778718,4634.592,-43.0694,-27.219,19.12728,-7.54915,0.1
"MR","2451","Nymphalidae","Mycalesis perseus",10,"Male","LO","Tropical","02/07/2023",0,0,0,0,0,1,NA,0.011,"Semi-natural",74.18398,2.778718,4634.592,-43.0694,-27.219,19.12728,-7.54915,0
"MR","608","Hesperiidae","Arrhenes dschilus",10,"Female","SS","Tropical","19/07/2022",0,0,0,0,0,1,NA,0.0323,"Semi-natural",74.18398,2.778718,4634.592,-43.0694,-27.219,19.12728,-7.54915,0
"MR","2459","Nymphalidae","Ypthima arctous",10,"Female","JD","Tropical","02/07/2023",0,0,0,2,3,1,NA,0.02,"Semi-natural",74.18398,2.778718,4634.592,-43.0694,-27.219,19.12728,-7.54915,0.3
"MR","546","Nymphalidae","Hypolimnas bolina",10,"Female","MFE","Tropical","19/07/2022",0,0,0,0,0,1,NA,0.1126,"Semi-natural",74.18398,2.778718,4634.592,-43.0694,-27.219,19.12728,-7.54915,0
"MR","548","Pieridae","Catopsilia pomona",10,"Male","MFE","Tropical","19/07/2022",0,3,7,7,7,1,NA,0.0934,"Semi-natural",74.18398,2.778718,4634.592,-43.0694,-27.219,19.12728,-7.54915,0.7
"MR","2477","Pieridae","Eurema hecabe",10,"Female","JD","Tropical","02/07/2023",0,0,1,1,2,1,NA,0.017,"Semi-natural",74.18398,2.778718,4634.592,-43.0694,-27.219,19.12728,-7.54915,0.2
"OC","2892","Pieridae","Cepora perimale",10,"Male","HS","Subtropical","01/11/2023",0,0,0,1,3,1,NA,0.021,"Semi-natural",68.30986,3.115439,3921.578,7.598375,1.039509,4.961783,3.087219,0.3
"OC","2997","Nymphalidae","Danaus plexippus",10,"Male","ZW","Subtropical","01/11/2023",0,0,1,2,3,1,NA,0.239,"Semi-natural",68.30986,3.115439,3921.578,7.598375,1.039509,4.961783,3.087219,0.3
"OC","2879","Nymphalidae","Euploea corinna",10,"Male","HS","Subtropical","01/11/2023",0,0,2,2,2,1,NA,0.164,"Semi-natural",68.30986,3.115439,3921.578,7.598375,1.039509,4.961783,3.087219,0.2
"OC","2893","Pieridae","Cepora perimale",10,"Female","HS","Subtropical","01/11/2023",0,0,0,0,0,1,NA,0.022,"Semi-natural",68.30986,3.115439,3921.578,7.598375,1.039509,4.961783,3.087219,0
"OC","2953","Nymphalidae","Euploea corinna",10,"Male","MFE","Subtropical","01/11/2023",0,0,0,0,0,1,NA,0.1541,"Semi-natural",68.30986,3.115439,3921.578,7.598375,1.039509,4.961783,3.087219,0
"OC","2978","Lycaenidae","Zizina otis",10,"Male","MFE","Subtropical","01/11/2023",0,0,0,0,0,1,NA,0.004,"Semi-natural",68.30986,3.115439,3921.578,7.598375,1.039509,4.961783,3.087219,0
"OC","2950","Hesperiidae","Suniana sunias",10,"Female","MFE","Subtropical","01/11/2023",0,0,0,2,2,1,NA,0.0066,"Semi-natural",68.30986,3.115439,3921.578,7.598375,1.039509,4.961783,3.087219,0.2
"OC","2890","Nymphalidae","Danaus plexippus",10,"Male","HS","Subtropical","01/11/2023",2,2,2,6,8,1,"Brought from store and tested next day/ one spend a few minutes in lid before I saved, it was after the 1/2 hour check and I thought 9 were dead, so after shaking and seeing movement I assumed it was still on the same stage as before, but clearly just a lot were not moving at first!",0.27,"Semi-natural",68.30986,3.115439,3921.578,7.598375,1.039509,4.961783,3.087219,0.8
"OC","856","Pieridae","Eurema hecabe",10,"Female","CI","Subtropical","21/09/2022",1,1,4,4,2,1,NA,0.006,"Semi-natural",68.30986,3.115439,3921.578,7.598375,1.039509,4.961783,3.087219,0.2
"OC","757","Hesperiidae","Ocybadistes flavovittatus",10,"Female","SS","Subtropical","21/09/2022",0,0,0,0,1,1,NA,0.011,"Semi-natural",68.30986,3.115439,3921.578,7.598375,1.039509,4.961783,3.087219,0.1
"OC","2989","Nymphalidae","Danaus petilia",10,"Female","ZW","Subtropical","01/11/2023",0,0,0,0,0,1,NA,0.055,"Semi-natural",68.30986,3.115439,3921.578,7.598375,1.039509,4.961783,3.087219,0
"OC","2944","Papilionidae","Graphium choredon",10,"Male","MFE","Subtropical","01/11/2023",0,0,0,0,0,1,"gave birth",0.095,"Semi-natural",68.30986,3.115439,3921.578,7.598375,1.039509,4.961783,3.087219,0
"OC","906","Nymphalidae","Euploea tulliolus",10,"Female","HS","Subtropical","21/09/2022",1,5,7,7,8,1,NA,0.0906,"Semi-natural",68.30986,3.115439,3921.578,7.598375,1.039509,4.961783,3.087219,0.8
"OC","802","Pieridae","Eurema smilax",10,"Male","SS","Subtropical","21/09/2022",0,2,2,5,6,1,"Brought from store and tested next day",0.004,"Semi-natural",68.30986,3.115439,3921.578,7.598375,1.039509,4.961783,3.087219,0.6
